,acc_id,account_type,credit_turnover,debit_turnover,month_data_date,acc_status,min_balance,balance,rejected_payments,monthly_payment_scheduled,credit_limit,error_code
183,47125224,A,1806.0,408.0,2021-06-03 00:00:00,D,5815,5398,0,4,1000,
184,47125236,A,2414.0,3996.0,2021-06-03 00:00:00,D,5807,2418,0,4,1000,
185,47125248,A,5773.0,6503.0,2021-06-03 00:00:00,D,2374,3270,0,4,1000,
186,47125260,A,498.0,6631.0,2021-06-03 00:00:00,D,-6879,-2133,0,4,1000,
187,47125272,A,4611.0,3678.0,2021-06-03 00:00:00,D,-557,4933,0,4,1000,
188,47125284,A,3195.0,3394.0,2021-06-03 00:00:00,D,-1028,3801,0,4,1000,
189,47125296,A,5266.0,3348.0,2021-06-03 00:00:00,D,15,5918,0,4,1000,
190,47125308,A,518.0,45.0,2021-06-03 00:00:00,D,2954,4473,0,4,1000,
191,47125320,A,1994.0,6011.0,2021-06-03 00:00:00,D,-5261,-17,0,4,1000,
192,47125332,A,2935.0,3836.0,2021-06-03 00:00:00,D,11750,3099,0,4,1000,
193,47125344,A,3820.0,3955.0,2021-06-03 00:00:00,D,1329,3865,0,4,1000,
194,47125356,A,709.0,4372.0,2021-06-03 00:00:00,D,383,337,0,4,1000,
195,47125368,A,196.0,2820.0,2021-06-03 00:00:00,D,1006,1376,0,4,1000,
196,47125380,A,1126.0,3003.0,2021-06-03 00:00:00,D,-4948,2123,0,4,1000,
197,47125392,A,4291.0,2724.0,2021-06-03 00:00:00,D,5100,5567,0,4,1000,
198,47125404,A,983.0,5228.0,2021-06-03 00:00:00,D,3935,-245,0,4,1000,
199,47125416,A,1946.0,2807.0,2021-06-03 00:00:00,D,4787,3139,0,4,1000,
200,47125428,A,295.0,1449.0,2021-06-03 00:00:00,D,4180,2846,0,4,1000,
201,47125440,A,3648.0,4004.0,2021-06-03 00:00:00,D,-1890,3644,0,4,1000,
202,47125452,A,3345.0,2724.0,2021-06-03 00:00:00,D,3811,4621,0,4,1000,
203,47125464,A,2409.0,4003.0,2021-06-03 00:00:00,D,3653,2406,0,4,1000,
204,47125476,A,4709.0,527.0,2021-06-03 00:00:00,D,-1767,8182,0,4,1000,
205,47125488,A,1760.0,4899.0,2021-06-03 00:00:00,D,305,861,0,4,1000,
206,47125500,A,1245.0,6137.0,2021-06-03 00:00:00,D,-2530,-892,0,4,1000,
207,47125512,A,4324.0,273.0,2021-06-03 00:00:00,D,3591,8051,0,4,1000,
208,47125524,A,3132.0,5927.0,2021-06-03 00:00:00,D,-2214,1205,0,4,1000,
209,47125536,A,2243.0,2679.0,2021-06-03 00:00:00,D,10820,3564,0,4,1000,
210,47125548,A,3114.0,5186.0,2021-06-03 00:00:00,D,1609,1928,0,4,1000,
211,47125560,A,1395.0,3932.0,2021-06-03 00:00:00,D,-2077,1463,0,4,1000,
212,47125572,A,2072.0,6304.0,2021-06-03 00:00:00,D,-6310,-232,0,4,1000,
213,47125584,A,5585.0,4361.0,2021-06-03 00:00:00,D,7172,5224,0,4,1000,
214,47125596,A,4146.0,5962.0,2021-06-03 00:00:00,D,1174,2184,0,4,1000,
215,47125608,A,4627.0,3164.0,2021-06-03 00:00:00,D,2259,5463,0,4,1000,
216,47125620,A,5932.0,5656.0,2021-06-03 00:00:00,D,5650,4276,0,4,1000,
217,47125632,A,2416.0,6091.0,2021-06-03 00:00:00,D,-5585,325,0,4,1000,
218,47125644,A,3003.0,3290.0,2021-06-03 00:00:00,D,356,3713,0,4,1000,
219,47125656,A,3132.0,5388.0,2021-06-03 00:00:00,D,886,1744,0,4,1000,
220,47125668,A,1727.0,5499.0,2021-06-03 00:00:00,D,-4492,228,0,4,1000,
221,47125680,A,1822.0,3703.0,2021-06-03 00:00:00,D,-4784,2119,0,4,1000,
222,47125692,A,4973.0,2485.0,2021-06-03 00:00:00,D,7302,6488,0,4,1000,
223,47125704,A,2479.0,6446.0,2021-06-03 00:00:00,D,-7481,33,0,4,1000,
224,47125716,A,230.0,2788.0,2021-06-03 00:00:00,D,1747,1442,0,4,1000,
225,47125728,A,3311.0,5999.0,2021-06-03 00:00:00,D,-1816,1312,0,4,1000,
226,47125740,A,5427.0,4739.0,2021-06-03 00:00:00,D,-2863,4688,0,4,1000,
227,47125752,A,1116.0,6569.0,2021-06-03 00:00:00,D,-747,-1453,0,4,1000,
228,47125764,A,2287.0,5851.0,2021-06-03 00:00:00,D,-157,436,0,4,1000,
229,47125776,A,5499.0,4145.0,2021-06-03 00:00:00,D,3907,5354,0,4,1000,
230,47125788,A,4113.0,6319.0,2021-06-03 00:00:00,D,229,1794,0,4,1000,
231,47125800,A,3714.0,4965.0,2021-06-03 00:00:00,D,249,2749,0,4,1000,
232,47125812,A,2472.0,1498.0,2021-06-03 00:00:00,D,10100,4974,0,4,1000,
233,47125824,A,3565.0,6123.0,2021-06-03 00:00:00,D,746,1442,0,4,1000,
234,47125836,A,910.0,6331.0,2021-06-03 00:00:00,D,-4927,-1421,0,4,1000,
235,47125848,A,2708.0,2588.0,2021-06-03 00:00:00,D,-127,4120,0,4,1000,
236,47125860,A,5137.0,5354.0,2021-06-03 00:00:00,D,510,3783,0,4,1000,
237,47125872,A,3547.0,4533.0,2021-06-03 00:00:00,D,1292,3014,0,4,1000,
238,47125884,A,4700.0,565.0,2021-06-03 00:00:00,D,7190,8135,0,4,1000,
239,47125896,A,5257.0,1676.0,2021-06-03 00:00:00,D,5563,7581,0,4,1000,
240,47125908,A,5773.0,2463.0,2021-06-03 00:00:00,D,8685,7310,0,4,1000,
241,47125920,A,4352.0,2770.0,2021-06-03 00:00:00,D,-3865,5582,0,4,1000,
242,47125932,A,1259.0,6197.0,2021-06-03 00:00:00,D,-9316,-938,0,4,1000,
243,47125944,A,5683.0,3392.0,2021-06-03 00:00:00,D,5306,6291,0,4,1000,
244,47125956,A,4182.0,6365.0,2021-06-03 00:00:00,D,1878,1817,0,4,1000,
245,47125968,A,3315.0,1635.0,2021-06-03 00:00:00,D,4759,5680,0,4,1000,
246,47125980,A,3003.0,5567.0,2021-06-03 00:00:00,D,4760,1436,0,4,1000,
247,47125992,A,125.0,2530.0,2021-06-03 00:00:00,D,-9409,1595,0,4,1000,
248,47126004,A,3113.0,89.0,2021-06-03 00:00:00,D,10426,7024,0,4,1000,
249,47126016,A,5818.0,2895.0,2021-06-03 00:00:00,D,481,6923,0,4,1000,
250,47126028,A,3790.0,1321.0,2021-06-03 00:00:00,D,4007,6469,0,4,1000,
251,47126040,A,3408.0,758.0,2021-06-03 00:00:00,D,5929,6650,0,7,1000,
252,47126052,A,2961.0,2045.0,2021-06-03 00:00:00,D,7110,4916,0,7,1000,
253,47126064,A,3811.0,5452.0,2021-06-03 00:00:00,D,2733,2359,0,7,1000,
254,47126076,A,5077.0,5810.0,2021-06-03 00:00:00,D,2320,3267,0,7,1000,
255,47126088,A,4333.0,1624.0,2021-06-03 00:00:00,D,9443,6709,0,7,1000,
256,47126100,A,1080.0,599.0,2021-06-03 00:00:00,D,4002,4481,0,7,1000,
257,47126112,A,4089.0,7.0,2021-06-03 00:00:00,D,3470,8082,0,7,1000,
258,47126124,A,3327.0,4124.0,2021-06-03 00:00:00,D,2209,3203,0,7,1000,
259,47126136,A,1413.0,3645.0,2021-06-03 00:00:00,D,-619,1768,0,7,1000,
260,47126148,A,4529.0,3888.0,2021-06-03 00:00:00,D,123,4641,0,7,1000,
261,47126160,A,831.0,4676.0,2021-06-03 00:00:00,D,1228,155,0,7,1000,
262,47126172,A,4287.0,5348.0,2021-06-03 00:00:00,D,6198,2939,0,7,1000,
263,47126184,A,4006.0,6389.0,2021-06-03 00:00:00,D,4317,1617,0,7,1000,
264,47126196,A,4422.0,2869.0,2021-06-03 00:00:00,D,6118,5553,0,7,1000,
265,47126208,A,5205.0,934.0,2021-06-03 00:00:00,D,8267,8271,0,7,1000,
266,47126220,A,1674.0,6080.0,2021-06-03 00:00:00,D,-4983,-406,0,7,1000,
267,47126232,A,3983.0,5715.0,2021-06-03 00:00:00,D,-2366,2268,0,7,1000,
268,47126244,A,5341.0,3318.0,2021-06-03 00:00:00,D,501,6023,0,7,1000,
269,47126256,A,3585.0,1105.0,2021-06-03 00:00:00,D,6322,6480,0,7,1000,
270,47126268,A,709.0,1268.0,2021-06-03 00:00:00,D,3154,3441,0,7,1000,
271,47126280,A,3867.0,6779.0,2021-06-03 00:00:00,D,-219,1088,0,7,1000,
272,47126292,A,3639.0,6628.0,2021-06-03 00:00:00,D,-4116,1011,0,7,1000,
273,47126304,A,4368.0,4430.0,2021-06-03 00:00:00,D,4837,3938,0,7,1000,
274,47126316,A,665.0,1203.0,2021-06-03 00:00:00,D,6999,3462,0,7,1000,
275,47126328,A,4825.0,1413.0,2021-06-03 00:00:00,D,690,7412,0,7,1000,
276,47126340,A,3514.0,4135.0,2021-06-03 00:00:00,D,-1877,3379,0,7,1000,
277,47126352,A,1138.0,1230.0,2021-06-03 00:00:00,D,4619,3908,0,7,1000,
278,47126364,A,4198.0,1503.0,2021-06-03 00:00:00,D,6434,6695,0,7,1000,
279,47126376,A,2428.0,6501.0,2021-06-03 00:00:00,D,4096,-73,0,7,1000,
280,47126388,A,5276.0,2367.0,2021-06-03 00:00:00,D,7478,6909,0,7,1000,
281,47126400,A,2079.0,2998.0,2021-06-03 00:00:00,D,-1615,3081,0,7,1000,
282,47126412,A,3844.0,6704.0,2021-06-03 00:00:00,D,4807,1140,0,7,1000,
283,47126424,A,4308.0,3229.0,2021-06-03 00:00:00,D,9100,5079,0,7,1000,
284,47126436,A,3291.0,1768.0,2021-06-03 00:00:00,D,5576,5523,0,7,1000,
285,47126448,A,5198.0,3309.0,2021-06-03 00:00:00,D,5135,5889,0,7,1000,
286,47126460,A,2348.0,868.0,2021-06-03 00:00:00,D,-957,5480,0,7,1000,
287,47126472,A,1162.0,5781.0,2021-06-03 00:00:00,D,1157,-619,0,7,1000,
288,47126484,A,117.0,4010.0,2021-06-03 00:00:00,D,-515,107,0,7,1000,
289,47126496,A,4512.0,3430.0,2021-06-03 00:00:00,D,-1552,5082,0,7,1000,
290,47126508,A,4149.0,507.0,2021-06-03 00:00:00,D,-2022,7642,0,7,1000,
291,47126520,A,1272.0,2008.0,2021-06-03 00:00:00,D,1665,3264,0,7,1000,
292,47126532,A,2073.0,402.0,2021-06-03 00:00:00,D,4235,5671,0,7,1000,
293,47126544,A,5855.0,4079.0,2021-06-03 00:00:00,D,11077,5776,0,7,1000,
294,47126556,A,658.0,426.0,2021-06-03 00:00:00,D,4862,4232,0,7,1000,
295,47126568,A,1474.0,3670.0,2021-06-03 00:00:00,D,547,1804,0,7,1000,
296,47126580,A,675.0,6894.0,2021-06-03 00:00:00,D,-7798,-2219,0,7,1000,
297,47126592,A,3667.0,2035.0,2021-06-03 00:00:00,D,5174,5632,0,7,1000,
